FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,BASE_DE
리현도 전통등 공방,부산광역시 기장군 기장읍 청강리 151-12 기장문화원,26,26710,129.22133,35.23545,부산,2021-12-31
온유담,부산광역시 동구 중앙대로460번길 13 2층,26,26170,129.05541,35.134649,부산,2021-12-31
헬렌클럽,부산광역시 부산진구 새싹로 207-6,26,26230,129.048255,35.174805,부산,2021-12-31
MUGUNG,부산광역시 해운대구 센텀동로 41 센텀벤처타운,26,26350,129.130837,35.172845,부산,2021-12-31
목향공예,부산광역시 강서구 대저로 50,26,26440,128.958266,35.214878,부산,2021-12-31
전통민속공예,부산광역시 사하구 제석로18번길 19 하단성서침례교회,26,26380,128.972261,35.103444,부산,2021-12-31
규방공예,부산광역시 부산진구 가야대로 519,26,26230,129.028766,35.153672,부산,2021-12-31
예헌전통자수연구실,부산광역시 수영구 수영로394번길 18,26,26500,129.108143,35.140993,부산,2021-12-31
예전원,부산광역시 수영구 광남로 167 W-PARK2 1층101호,26,26500,129.118732,35.15621,부산,2021-12-31
빛담 전통등공방,울산광역시 중구 새즈믄해거리 42,31,28110,129.320356,35.55676,울산,2021-12-31
몽생이,제주특별자치도 제주시 한경면 저지12길 72-16,50,50110,126.263297,33.336879,제주,2021-12-31
지문선의 보자기마음,제주특별자치도 제주시 조천읍 신촌남1길 7 1층,50,50110,126.618311,33.529904,제주,2021-12-31
규방 오래된 바느질,제주특별자치도 서귀포시 태평로 409,50,50130,126.564108,33.244936,제주,2021-12-31
한맥전통공예,제주특별자치도 제주시 중앙로 180-1,50,50110,126.527243,33.502971,제주,2021-12-31
몽생이,제주특별자치도 제주시 한경면 저지12길 72-16,45,45790,126.700013,35.432708,전북,2021-12-31
명장의 집,인천광역시 강화군 삼산면 삼산북로449번길 16,28,28200,126.714411,37.461204,인천,2021-12-31
종이그림전통한지교육농장,충청남도 서산시 인지면 화수2길 135-6,41,41287,126.758981,37.671943,경기,2021-12-31
강화도령 화문석,인천광역시 강화군 송해면 강화대로 891,41,41285,126.76244,37.652058,경기,2021-12-31
솟대나라,인천광역시 강화군 불은면 강화동로 519 연호정,41,41190,126.776617,37.51435,경기,2021-12-31
부안전통옹기,전라북도 부안군 보안면 농공단지길 33-5 (주)한국영진레아메탈,41,41190,126.778675,37.51994,경기,2021-12-31
고창전통자수,전라북도 고창군 고수면 연동2길 1,11,11140,126.977617,37.560385,서울,2021-12-31
토닥토닥,전라북도 고창군 고창읍 동리로 70,11,11140,126.977724,37.560052,서울,2021-12-31
낙화민화공방,인천광역시 남동구 용천로 129,11,11140,126.977724,37.560052,서울,2021-12-31
공예문화예술원 K ART,경기도 고양시 일산서구 주엽로 150 자유프라자 904호,11,11170,126.992859,37.534593,서울,2021-12-31
예림공방,경기도 고양시 일산동구 압도길 347-12,11,11140,127.009765,37.566984,서울,2021-12-31
민화샵,경기도 부천시 수도로 88-23,11,11200,127.015597,37.543588,서울,2021-12-31
우노 실버웨어,경기도 부천시 삼작로 156,47,47290,128.782039,35.959873,경북,2021-12-31
제일토산품,서울특별시 중구 남대문시장길 29,48,48250,128.812004,35.170399,경남,2021-12-31
신세기공예사,서울특별시 중구 남대문시장4길 3,48,48250,128.852791,35.23072,경남,2021-12-31
태극옻칠공예,서울특별시 중구 남대문시장4길 3 중앙상가 3층 23  24호,47,47290,128.852924,35.925006,경북,2021-12-31
무지개기프트샵,서울특별시 용산구 이태원로 169-1,42,42750,128.279799,37.349706,강원,2021-12-31
명인명장 한수,서울특별시 중구 을지로 281,42,42760,128.570512,37.651223,강원,2021-12-31
칠보7070,서울특별시 성동구 한림말3길 30,42,42790,127.978103,37.491993,강원,2021-12-31
팔공산전통옹기,경상북도 경산시 와촌면 팔공로 361,41,41630,126.949409,37.731124,경기,2021-12-31
지아트,경상남도 김해시 율하2로 98-1,41,41480,126.878896,37.802203,경기,2021-12-31
소연규방,경상남도 김해시 분성로48번길 8 한신상가 301호,41,41480,126.702487,37.785048,경기,2021-12-31
휴암옻칠공예문화원,경상북도 경산시 와촌면 하양로 454-10,,,,,,2021-12-31
요선법흥문화체험관,강원도 영월군 무릉도원면 무릉법흥로 1050-14,,,,,,2021-12-31
평창공예전시체험관,강원도 평창군 진부면 경강로 3803,,,,,,2021-12-31
횡성한우체험관,강원도 횡성군 횡성읍 문예로 41 횡성한우체험관,,,,,,2021-12-31
천봉나전칠기체험관,경기도 양주시 장흥면 석현리 394,,,,,,2021-12-31
예술가,경기도 파주시 광탄면 부흥로275번길 22-2복사,,,,,,2021-12-31
작가의숲 공예체험센타,경기도 파주시 탄현면 얼음실로 40 상업 8-1동 1층,,,,,,2021-12-31
올빼미목공방,경상남도 양산시 상북면 소석리 60,48,48330,129.054485,35.4115036,경남,2021-12-31
서이목공방,경상남도 양산시 상북면 좌삼리 304-1,48,48330,129.0513478,35.4329128,경남,2021-12-31
아씨공방,경상남도 양산시 하북면 용연리 904-2,48,48330,129.0721338,35.4385671,경남,2021-12-31
팀버빌,경상남도 양산시 하북면 용연리 786 팀버빌,48,48330,129.0717894,35.4425045,경남,2021-12-31
나무집 목공방,경상남도 창원시 마산회원구 내서읍 용담리 85,48,48120,128.5042103,35.2689428,경남,2021-12-31
나무야공방,경상남도 창원시 마산합포구 자산동 24-9,48,48120,128.5614272,35.2053179,경남,2021-12-31
예원카페도예,경상남도 창원시 의창구 대산면 제동리 456-91 예원카페도예,48,48120,128.7002891,35.3218829,경남,2021-12-31
티티우드,경상남도 창원시 의창구 대산면 갈전리 11-18 (B동),48,48120,128.6809714,35.3624873,경남,2021-12-31
마이나무 공방,경상남도 창원시 의창구 대산면 갈전리 11-18 A동,48,48120,128.6809714,35.3624873,경남,2021-12-31
아들공방,경상남도 창원시 의창구 대산면 가술리 1773-10,48,48120,128.6952023,35.3225189,경남,2021-12-31
오늘,경상남도 창원시 마산합포구 해운동 59 상가동 1층 104호,48,48120,128.5634372,35.1835438,경남,2021-12-31
비나뜨 그림공방,경상남도 창원시 성산구 중앙동 6-10,48,48120,128.6754515,35.2294387,경남,2021-12-31
이너컬러,경상남도 창원시 성산구 중앙동 64-18,48,48120,128.6768765,35.2261478,경남,2021-12-31
송우캘리연구소,경상남도 창원시 성산구 중앙동 96-4,48,48120,128.6782866,35.2229255,경남,2021-12-31
문빔돌,경상남도 창원시 성산구 중앙동 93-1 평화상가,48,48120,128.6798958,35.2247671,경남,2021-12-31
끌로우드웍스,경상남도 창원시 마산합포구 진전면 오서리 49,48,48120,128.4352403,35.0992322,경남,2021-12-31
하늘정원,경상남도 창원시 마산회원구 구암동 973,48,48120,128.5990249,35.2550625,경남,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
,,,,,,,2021-12-31
